Filename,Prediction,Confidence,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\8\8-4-3.jpg,a5c,0.869,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\125\125-4-2.jpg,a5c,0.868,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\140\140-3-2.jpg,a4c,0.868,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\259\259-3-2.jpg,a5c,0.868,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\473\473-4-3.jpg,a5c,0.868,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\514\514-3-2.jpg,a5c,0.868,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\552\552-2-3.jpg,a5c,0.868,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\569\569-3-3.jpg,a5c,0.868,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\571\571-3-1.jpg,a4c,0.868,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\599\599-3-3.jpg,a4c,0.868,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\607\607-3-3.jpg,a5c,0.868,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\11\11-3-3.jpg,a4c,0.868,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\206\206-3-2.jpg,a5c,0.867,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\247\247-3-1.jpg,a5c,0.867,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\436\436-3-2.jpg,a5c,0.867,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\527\527-3-2.jpg,a4c,0.867,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\61\61-3-2.jpg,a4c,0.867,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\22\22-3-2.jpg,a4c,0.867,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\290\290-1-1.jpg,a5c,0.866,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\365\365-3-2.jpg,a5c,0.866,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\369\369-2-2.jpg,a5c,0.866,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\380\380-3-1.jpg,a5c,0.866,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\385\385-3-2.jpg,a4c,0.866,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\423\423-3-3.jpg,a4c,0.866,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\463\463-1-2.jpg,a5c,0.866,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\101\101-1-3.jpg,a5c,0.866,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\49\49-1-1.jpg,a5c,0.866,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\463\463-3-1.jpg,a4c,0.865,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\518\518-3-1.jpg,a5c,0.865,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\539\539-3-1.jpg,a5c,0.865,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\565\565-3-1.jpg,a5c,0.865,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\638\638-3-1.jpg,a4c,0.865,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\102\102-3-2.jpg,a4c,0.865,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\112\112-3-3.jpg,a4c,0.865,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\63\63-3-1.jpg,a5c,0.865,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-4-2.jpg,a5c,0.865,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\34\34-4-1.jpg,a5c,0.865,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\251\251-3-3.jpg,a4c,0.864,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\293\293-3-3.jpg,a4c,0.864,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\313\313-3-3.jpg,a4c,0.864,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\446\446-3-3.jpg,a4c,0.864,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\449\449-3-2.jpg,a5c,0.864,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\455\455-2-2.jpg,a5c,0.864,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\159\159-2-1.jpg,a5c,0.863,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\422\422-3-3.jpg,a4c,0.863,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\435\435-4-3.jpg,a5c,0.863,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\500\500-3-3.jpg,a4c,0.863,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\527\527-3-1.jpg,a4c,0.863,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\616\616-4-3.jpg,a5c,0.863,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\13\13-3-3.jpg,a5c,0.863,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\22\22-3-1.jpg,a4c,0.863,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\43\43-4-2.jpg,a5c,0.863,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\128\128-4-3.jpg,a5c,0.862,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\341\341-3-2.jpg,a4c,0.862,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\403\403-4-3.jpg,a5c,0.862,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\430\430-3-2.jpg,a4c,0.862,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\446\446-4-2.jpg,a5c,0.862,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\482\482-3-3.jpg,a5c,0.862,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\623\623-3-2.jpg,a5c,0.862,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\650\650-3-1.jpg,a5c,0.862,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\184\184-4-3.jpg,a5c,0.861,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\216\216-4-2.jpg,a5c,0.861,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\223\223-4-3.jpg,a5c,0.861,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\287\287-4-2.jpg,a5c,0.861,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\288\288-1-3.jpg,a5c,0.861,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\365\365-3-1.jpg,a5c,0.861,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\436\436-3-1.jpg,a5c,0.861,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\460\460-4-2.jpg,a5c,0.861,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\537\537-3-1.jpg,a5c,0.861,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\579\579-3-3.jpg,a4c,0.861,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\625\625-3-3.jpg,a5c,0.861,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\4\4-3-1.jpg,a4c,0.861,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\196\196-3-2.jpg,a5c,0.86,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\386\386-1-1.jpg,a5c,0.86,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\462\462-4-1.jpg,a5c,0.86,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\273\273-3-1.jpg,a4c,0.859,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\319\319-4-3.jpg,a4c,0.859,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\435\435-3-1.jpg,a4c,0.859,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\525\525-3-2.jpg,a5c,0.859,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\547\547-3-1.jpg,a4c,0.859,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\579\579-2-1.jpg,a5c,0.859,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\593\593-4-2.jpg,a5c,0.859,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\616\616-3-2.jpg,a4c,0.859,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\95\95-3-2.jpg,a4c,0.859,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\27\27-3-1.jpg,a5c,0.859,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\120\120-4-2.jpg,a5c,0.858,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\124\124-3-3.jpg,a4c,0.858,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\148\148-3-2.jpg,a5c,0.858,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\209\209-3-1.jpg,a5c,0.858,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\227\227-4-3.jpg,a4c,0.858,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\380\380-3-2.jpg,a5c,0.858,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\503\503-3-1.jpg,a4c,0.858,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\556\556-3-3.jpg,a4c,0.858,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\654\654-3-3.jpg,a4c,0.858,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\159\159-4-2.jpg,a5c,0.857,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\173\173-3-2.jpg,a5c,0.857,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\263\263-3-1.jpg,a5c,0.857,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\349\349-3-1.jpg,a5c,0.857,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-4-2.jpg,a5c,0.857,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\484\484-3-1.jpg,a5c,0.857,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\622\622-4-1.jpg,a5c,0.857,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\69\69-2-1.jpg,a5c,0.857,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\285\285-3-3.jpg,a4c,0.856,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\404\404-2-3.jpg,a5c,0.856,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\410\410-3-3.jpg,a4c,0.856,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\437\437-4-3.jpg,a5c,0.856,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\455\455-2-1.jpg,a5c,0.856,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\18\18-3-2.jpg,a5c,0.856,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\18\18-3-3.jpg,a5c,0.856,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\171\171-3-3.jpg,a4c,0.855,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\208\208-3-1.jpg,a5c,0.855,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\256\256-3-3.jpg,a5c,0.855,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\343\343-3-3.jpg,a4c,0.855,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\409\409-3-2.jpg,a4c,0.855,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\431\431-3-2.jpg,a4c,0.855,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\76\76-3-3.jpg,a4c,0.855,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\169\169-3-1.jpg,a4c,0.854,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\196\196-3-1.jpg,a5c,0.854,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\415\415-4-3.jpg,a5c,0.854,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\529\529-3-3.jpg,a5c,0.854,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\531\531-4-1.jpg,a5c,0.854,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\78\78-4-2.jpg,a5c,0.854,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\5\5-3-2.jpg,a4c,0.854,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\227\227-4-2.jpg,a4c,0.853,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\232\232-3-2.jpg,a5c,0.853,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\257\257-4-1.jpg,a5c,0.853,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\266\266-3-1.jpg,a4c,0.853,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\513\513-3-1.jpg,a5c,0.853,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\553\553-3-1.jpg,a5c,0.853,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\21\21-3-3.jpg,a5c,0.853,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\9\9-3-3.jpg,a4c,0.853,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\230\230-2-3.jpg,a5c,0.852,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\247\247-3-3.jpg,a5c,0.852,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\393\393-3-3.jpg,a4c,0.852,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\470\470-3-2.jpg,a4c,0.852,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\554\554-1-1.jpg,a5c,0.852,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\633\633-3-1.jpg,a4c,0.852,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\107\107-4-2.jpg,a5c,0.852,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\238\238-3-1.jpg,a4c,0.851,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\338\338-2-1.jpg,a5c,0.851,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\350\350-4-3.jpg,a5c,0.851,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\485\485-3-1.jpg,a4c,0.851,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\558\558-3-3.jpg,a5c,0.851,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\579\579-2-3.jpg,a5c,0.851,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\640\640-1-2.jpg,a5c,0.851,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\101\101-4-2.jpg,a5c,0.851,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\233\233-3-2.jpg,a5c,0.85,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\233\233-4-1.jpg,a5c,0.85,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\260\260-4-2.jpg,a5c,0.85,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\585\585-3-3.jpg,a5c,0.85,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\636\636-2-1.jpg,a5c,0.85,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\103\103-3-2.jpg,a4c,0.85,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\131\131-4-3.jpg,a5c,0.849,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\157\157-2-2.jpg,a5c,0.849,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\306\306-2-2.jpg,a5c,0.849,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\439\439-4-1.jpg,a5c,0.849,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\127\127-3-2.jpg,a5c,0.848,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\208\208-3-3.jpg,a5c,0.848,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\287\287-3-1.jpg,a5c,0.848,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\338\338-2-2.jpg,a5c,0.848,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\69\69-2-3.jpg,a5c,0.848,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\17\17-4-3.jpg,a5c,0.848,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\150\150-4-1.jpg,a5c,0.847,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\297\297-3-2.jpg,a5c,0.847,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\349\349-2-2.jpg,a5c,0.847,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\446\446-4-1.jpg,a5c,0.847,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\189\189-3-2.jpg,a4c,0.846,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\617\617-3-1.jpg,a4c,0.846,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\101\101-4-1.jpg,a5c,0.846,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\25\25-3-2.jpg,a5c,0.846,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\135\135-3-1.jpg,a4c,0.845,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\187\187-3-2.jpg,a4c,0.845,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\572\572-3-3.jpg,a4c,0.845,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\617\617-3-2.jpg,a5c,0.845,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\65\65-3-3.jpg,a4c,0.845,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\69\69-2-2.jpg,a5c,0.845,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\34\34-4-3.jpg,a5c,0.845,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\242\242-3-1.jpg,a5c,0.844,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\613\613-4-2.jpg,a5c,0.844,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\642\642-3-3.jpg,a5c,0.844,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\103\103-2-3.jpg,a5c,0.844,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\196\196-4-2.jpg,a5c,0.843,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\351\351-1-2.jpg,a5c,0.843,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\351\351-3-3.jpg,a4c,0.843,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\416\416-2-1.jpg,a5c,0.843,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\142\142-3-3.jpg,a4c,0.842,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\344\344-3-2.jpg,a5c,0.842,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\522\522-2-2.jpg,a5c,0.842,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\566\566-3-3.jpg,a4c,0.842,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\15\15-3-2.jpg,a4c,0.842,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\184\184-1-3.jpg,a5c,0.841,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\263\263-4-3.jpg,a5c,0.841,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\299\299-1-1.jpg,a5c,0.841,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\311\311-3-2.jpg,a5c,0.841,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\316\316-3-2.jpg,a5c,0.841,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\381\381-3-3.jpg,a4c,0.841,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\403\403-4-1.jpg,a5c,0.841,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\432\432-4-1.jpg,a5c,0.841,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\432\432-4-2.jpg,a5c,0.841,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\513\513-3-3.jpg,a4c,0.841,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\83\83-3-3.jpg,a4c,0.841,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\94\94-3-2.jpg,a4c,0.841,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\49\49-3-2.jpg,a4c,0.841,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\259\259-3-1.jpg,a5c,0.84,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\401\401-3-2.jpg,a5c,0.84,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-4-2.jpg,a5c,0.84,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\502\502-4-3.jpg,a5c,0.84,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\602\602-3-3.jpg,a5c,0.84,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\644\644-3-3.jpg,a4c,0.84,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\55\55-3-3.jpg,a4c,0.84,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\92\92-3-1.jpg,a4c,0.84,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-4-3.jpg,a5c,0.84,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\163\163-4-1.jpg,a5c,0.839,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\353-362秀娟\353\353-3-1.jpg,a4c,0.839,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\401\401-3-1.jpg,a4c,0.839,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\435\435-3-2.jpg,a4c,0.839,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-3-2.jpg,a5c,0.839,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\489\489-3-3.jpg,a5c,0.839,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\495\495-1-3.jpg,a5c,0.839,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\536\536-3-3.jpg,a5c,0.839,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\542\542-3-3.jpg,a5c,0.839,Discard
